,Unnamed: 0,cons_12m,cons_gas_12m,cons_last_month,forecast_cons_12m,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_off_peak,forecast_price_energy_peak,forecast_price_pow_off_peak,has_gas,imp_cons,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,pow_max,mean_year_price_off_peak_var,mean_year_price_peak_var,mean_year_price_mid_peak_var,mean_year_price_off_peak_fix,mean_year_price_peak_fix,mean_year_price_mid_peak_fix,mean_year_price_off_peak,mean_year_price_peak,mean_year_price_mid_peak,mean_6m_price_off_peak_var,mean_6m_price_peak_var,mean_6m_price_mid_peak_var,mean_6m_price_off_peak_fix,mean_6m_price_peak_fix,mean_6m_price_mid_peak_fix,mean_6m_price_off_peak,mean_6m_price_peak,mean_6m_price_mid_peak,mean_3m_price_off_peak_var,mean_3m_price_peak_var,mean_3m_price_mid_peak_var,mean_3m_price_off_peak_fix,mean_3m_price_peak_fix,mean_3m_price_mid_peak_fix,mean_3m_price_off_peak,mean_3m_price_peak,mean_3m_price_mid_peak,offpeak_diff_dec_january_energy_x,offpeak_diff_dec_january_power_x,offpeak_diff_dec_january_energy_y,offpeak_diff_dec_january_power_y,opvpv_x,pvmpv_x,opvmpv_x,opfpf_x,opfpf_x,opfmpf_x,opvpv_y,pvmpv_y,opvmpv_y,opfpf_y,pfmpf,opfmpf_y,opvpv_max_monthly_diff,pvmpv_max_monthly_diff,opvmpv_max_monthly_diff,opfpf_max_monthly_diff,pfmpf_max_monthly_diff,opfmpf_max_monthly_diff,tenure,months_activ,months_to_end,months_modif_prod,months_renewal,channel_MISSING,channel_ewpakwlliwisiwduibdlfmalxowmwpci,channel_foosdfpfkusacimwkcsosbicdxkicaua,channel_lmkebamcaaclubfxadlmueccxoimlema,channel_usilxuppasemubllopkaafesmlibmsdf,origin_up_MISSING,origin_up_ewxeelcelemmiwuafmddpobolfuxioce,origin_up_kamkkxfxxuwbdslkwifmmcsiusiuosws,origin_up_ldkssxwpmemidmecebumciepifcamkci,origin_up_lxidpiddsbxsbosboudacockeimpuepw,origin_up_usapbepcfoloekilkwsdiboslwaxobdp,churn,churn_probability
0,4947,0.8264389938470081,0.0,0.757029588277853,0.0,0.0,0.5005577245619236,0.120372,0.103487,40.606701,0,0.0,99.96,99.96,1,0.0,40.0,0.1275575833333332,0.1070859166666666,0.0767094166666666,40.5659715,24.33957914,16.22638536,40.69352908333333,24.446665056666664,16.303094776666665,0.1242311666666666,0.1054218333333333,0.0769099999999999,40.565973,24.339578040000003,16.22638296,40.69020416666667,24.444999873333337,16.30329296,0.122871,0.104727,0.076901,40.565973,24.33957804,16.22638296,40.688844,24.44430504,16.303283959999998,-0.0072730000000000156,3.600000006542814e-06,-0.0072730000000000156,3.600000006542814e-06,0.02047166666666661,0.030376500000000015,0.050848166666666625,16.22639236,16.22639236,24.339586139999998,0.02047166666666661,0.030376500000000015,0.050848166666666625,16.22639236,8.11319378,24.339586139999998,0.022135999999999892,0.03374200000000001,0.05586600000000001,16.22639496,8.11319508,24.33959004,4,35,12,35,0,0,0,1,0,0,0,0,0,0,1,0,0,0.482
1,5868,0.8451382363340451,0.7926453956437752,0.7818098255578749,0.5819418734784287,0.0,0.3640211437488969,0.144902,0.0,44.31137796,1,2.2340614907663867,19.2,19.2,2,55.09,10.392,0.1489579166666666,0.0,0.0,44.37063546,0.0,0.0,44.51959337666666,0.0,0.0,0.1475316666666666,0.0,0.0,44.44470995999999,0.0,0.0,44.592241626666656,0.0,0.0,0.146788,0.0,0.0,44.44470996,0.0,0.0,44.59149796,0.0,0.0,-0.0034229999999998983,0.17777879999999868,-0.0034229999999998983,0.17777879999999868,0.1489579166666666,0.0,0.1489579166666666,44.370635459999995,44.370635459999995,44.370635459999995,0.1489579166666666,0.0,0.1489579166666666,44.370635459999995,0.0,44.370635459999995,0.15125,0.0,0.15125,44.44470996,0.0,44.44470996,6,67,4,67,7,0,0,0,1,0,0,0,0,1,0,0,0,0.156
2,6805,0.0,0.0,0.0,0.0,0.0,0.4949575674508813,0.092453,0.086393,59.17346796,0,0.0,0.0,0.0,1,0.0,9.9,0.1040444166666666,0.0925140833333333,0.065678,59.17346796,36.490689,8.36773104,59.27751237666667,36.58320308333334,8.43340904,0.1016298333333333,0.0912161666666666,0.065678,59.17346796,36.490689,8.36773104,59.27509779333334,36.58190516666667,8.43340904,0.100664,0.090697,0.065678,59.17346796,36.490689,8.36773104,59.274131960000005,36.581386,8.43340904,-0.005794999999999995,0.0,-0.005794999999999995,0.0,0.01153033333333335,0.02683608333333333,0.03836641666666668,22.68277896,22.68277896,50.80573692,0.01153033333333335,0.02683608333333333,0.03836641666666668,22.68277896,28.12295796,50.80573692,0.012646999999999992,0.028134000000000006,0.040781,22.68277896,28.12295796,50.80573692,8,90,11,90,0,1,0,0,0,0,0,0,0,1,0,0,0,0.004
3,1323,0.7279828536778913,0.0,0.0,0.6548202866287361,0.0,0.3626560752627782,0.142996,0.0,44.31137796,0,0.0,29.76,29.76,1,317.74,13.2,0.1479648333333333,0.0,0.0,44.26693036,0.0,0.0,44.41489519333334,0.0,0.0,0.1461836666666666,0.0,0.0,44.26692996,0.0,0.0,44.41311362666666,0.0,0.0,0.14544,0.0,0.0,44.26692996,0.0,0.0,44.41236996,0.0,0.0,-0.0039939999999998865,-1.1999999998124622e-06,-0.0039939999999998865,-1.1999999998124622e-06,0.14796483333333332,0.0,0.14796483333333332,44.26693036,44.26693036,44.26693036,0.14796483333333332,0.0,0.14796483333333332,44.26693036,0.0,44.26693036,0.149902,0.0,0.149902,44.26693116,0.0,44.26693116,5,70,1,0,10,0,0,1,0,0,0,0,0,0,1,0,0,0.17
4,11759,0.6234501633916832,0.0,0.542115520896666,0.5469260626340344,0.0,0.34996638937539365,0.141434,0.0,44.31137796,0,1.6482624057480444,10.08,10.08,1,18.25,10.392,0.2214414166666666,0.0,0.0,44.3706358,0.0,0.0,44.59207721666667,0.0,0.0,0.1653476666666666,0.0,0.0,44.4447103,0.0,0.0,44.610057966666666,0.0,0.0,0.143306,0.0,0.0,44.44470996,0.0,0.0,44.58801596,0.0,0.0,-0.134625,0.17777879999999868,-0.134625,0.17777879999999868,0.22144141666666664,0.0,0.22144141666666664,44.3706358,44.3706358,44.3706358,0.22144141666666664,0.0,0.22144141666666664,44.3706358,0.0,44.3706358,0.277931,0.0,0.277931,44.444712,0.0,44.444712,4,40,8,5,3,0,0,1,0,0,0,0,0,0,1,0,0,0.18
5,14040,0.7020537973578381,0.0,0.6145394866872205,0.60851374678031,0.0,0.33674661385361415,0.142881,0.0,45.30837756,0,2.0499541480220462,17.64,17.64,1,97.16,12.5,0.1483138333333333,0.0,0.0,44.49285706,0.0,0.0,44.64117089333333,0.0,0.0,0.1453796666666666,0.0,0.0,44.71878316,0.0,0.0,44.86416282666666,0.0,0.0,0.144757,0.0,0.0,45.44470956,0.0,0.0,45.58946656,0.0,0.0,-0.006877999999999995,1.1777784000000011,-0.006877999999999995,1.1777784000000011,0.14831383333333334,0.0,0.14831383333333334,44.49285706,44.49285706,44.49285706,0.14831383333333334,0.0,0.14831383333333334,44.49285706,0.0,44.49285706,0.151635,0.0,0.151635,45.44470956,0.0,45.44470956,6,62,9,4,2,0,0,1,0,0,0,0,0,0,1,0,0,0.185
6,1547,0.8427485481959073,0.0,0.7650964457931256,0.6536732580202208,0.0,0.3881369154680739,0.1640579999999999,0.086163,44.31137796,0,0.0,23.4,23.4,1,336.61,10.392,0.1680113333333333,0.0864189166666666,0.0,44.26693056,0.0,0.0,44.43494189333333,0.0864189166666666,0.0,0.1661553333333333,0.0864534999999999,0.0,44.26692996,0.0,0.0,44.433085293333335,0.0864534999999999,0.0,0.165384,0.086328,0.0,44.26692996,0.0,0.0,44.43231396,0.086328,0.0,-0.004194000000000003,-1.1999999998124622e-06,-0.004194000000000003,-1.1999999998124622e-06,0.0815924166666667,0.08641891666666662,0.16801133333333332,44.26693056,44.26693056,44.26693056,0.0815924166666667,0.08641891666666662,0.16801133333333332,44.26693056,0.0,44.26693056,0.08458700000000001,0.0870809999999999,0.170012,44.26693116,0.0,44.26693116,5,69,1,69,10,1,0,0,0,0,0,0,0,1,0,0,0,0.033
7,6086,0.8647846279838942,0.0,0.8037662343954802,0.5799949139452549,0.0,0.41669719678135825,0.1165089999999999,0.101397,40.9390266,0,1.6916118742144164,22.36,22.36,1,87.06,21.5,0.1288816666666666,0.1052078333333333,0.0705195833333333,40.87438458,22.31128097,14.87418678,41.00326624666666,22.416488803333333,14.944706363333331,0.1242311666666666,0.1054218333333333,0.0769099999999999,40.565973,24.339578040000003,16.22638296,40.69020416666667,24.444999873333337,16.30329296,0.122871,0.104727,0.076901,40.565973,24.33957804,16.22638296,40.688844,24.44430504,16.303283959999998,-0.008160999999999904,3.600000006542814e-06,-0.008160999999999904,3.600000006542814e-06,0.023673833333333283,0.034688250000000004,0.05836208333333329,18.56310361,18.56310361,26.000197799999995,0.023673833333333283,0.034688250000000004,0.05836208333333329,18.56310361,7.437094189999998,26.000197799999995,0.06054999999999999,0.085483,0.146033,44.26692996,8.11319508,44.26692996,5,48,11,48,0,0,0,1,0,0,0,0,0,0,1,0,0,0.043
8,14323,0.8897645779873361,0.0,0.8380407572445668,0.6426717455774714,0.0,0.49994906348123686,0.115174,0.098837,40.606701,0,2.429558499461421,15.24,15.24,1,291.83,19.8,0.1230155,0.1024218333333333,0.0729398333333333,40.728885,24.43733004,16.29155496,40.8519005,24.53975187333333,16.364494793333332,0.119558,0.1010426666666666,0.0740656666666666,40.728885,24.43733004,16.29155496,40.848443,24.538372706666664,16.365620626666665,0.118175,0.100491,0.074516,40.728885,24.43733004,16.29155496,40.84706,24.53782104,16.36607096,-0.008298,0.0,-0.008298,0.0,0.020593666666666663,0.029482000000000008,0.05007566666666667,16.291554960000003,16.291554960000003,24.43733004,0.020593666666666663,0.029482000000000008,0.05007566666666667,16.291554960000003,8.145775079999996,24.43733004,0.022671999999999998,0.031987,0.054659,16.29155496,8.14577508,24.43733004,5,53,6,53,5,0,0,0,1,0,0,0,0,0,1,0,0,0.02
9,8550,0.6507735147695212,0.0,0.5649142462207098,0.5627139287137244,0.0,0.36334199674028134,0.146688,0.0,44.31137796,0,1.8475726591421122,23.76,23.76,1,46.15,10.392,0.1507578333333333,0.0,0.0,44.26693036,0.0,0.0,44.41768819333333,0.0,0.0,0.1487266666666666,0.0,0.0,44.26692996,0.0,0.0,44.41565662666667,0.0,0.0,0.147983,0.0,0.0,44.26692996,0.0,0.0,44.41491296,0.0,0.0,-0.005149999999999988,-1.1999999998124622e-06,-0.005149999999999988,-1.1999999998124622e-06,0.15075783333333334,0.0,0.15075783333333334,44.26693036,44.26693036,44.26693036,0.15075783333333334,0.0,0.15075783333333334,44.26693036,0.0,44.26693036,0.153133,0.0,0.153133,44.26693116,0.0,44.26693116,4,46,1,46,9,0,0,0,0,1,0,0,1,0,0,0,0,0.094
